"","venue_id","lat","lon","cat","top_cat","name","users","checkins","nom_qr","nom_arr"
"278","4df56c1922718759f82686ed",45.51243,-73.57996,"Home","Residences","Chez Lui :)",1,30,"Saint-Louis","Le Plateau-Mont-Royal"
"279","4d742925ed838cfa81230a6b",45.445675,-73.74187,"Sushi","Food","Sushi shop",17,68,"Dorval",NA
"283","4da3830f2939b1f77ae11f57",45.51499,-73.48898,"Government","Professional & Other Places","Local Alectoral de JosAe Beaudin | Bloc QuAbAcois",1,2,NA,NA
"284","4c1e96e5fcf8c9b63485ad0b",45.58319,-73.58174,"Italian","Food","Pacini",37,42,"Grande-Prairie","Saint-Léonard"
"285","4e528052aeb7560ca4ada2a0",45.510178,-73.5638,"Gym","Shops & Services","Nautilus Plus",58,320,"René-Lévesque","Ville-Marie"
"286","4c6db09e65eda09337664fd0",45.574802,-73.54315,"Home","Residences","Cours Bossuet",2,545,"Longue-Pointe","Mercier–Hochelaga-Maisonneuve"
"287","4d826c79685ecbffaac45b84",45.525826,-73.58131,"Lounge","Nightlife Spots","Balthazar",62,86,"Parc-Laurier","Le Plateau-Mont-Royal"
"288","4da4d5220437bc50a6df6015",45.54097,-73.57654,"Home","Residences","Chez Mo",1,1,"Lorimier","Le Plateau-Mont-Royal"
"290","4b682a39f964a520f0692be3",45.449467,-73.81358,"Stadium","Arts & Entertainment","Bob-Birnie Arena",67,396,"Pointe-Claire",NA
"292","4bb13775f964a5204a843ce3",45.46766,-73.54862,"Playground","Outdoors & Recreation","Club de Tennis Ile-des-Soeurs",45,217,"Ile-des-Soeurs","Verdun"
"293","4e51d15eb61cf637a5160052",45.596615,-73.60943,"Burgers","Food","McDonald's",36,68,"Port-Maurice","Saint-Léonard"
"294","4c4c70576e209521decc48ec",45.48145,-73.885254,"Playground","Outdoors & Recreation","Parc Chaumette",2,6,"L'Île-Bizard–Sainte-Geneviève","L'Île-Bizard–Sainte-Geneviève"
"295","4ad4c06bf964a52093f920e3",45.52382,-73.58236,"Music Venue","Arts & Entertainment","L'Escogriffe Bar Spectacles",210,469,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"296","4b8f02cdf964a520634433e3",45.529076,-73.62308,"Indian","Food","India's Oven",41,55,"Parc-Extension","Villeray–Saint-Michel–Parc-Extension"
"297","4b760628f964a5204d372ee3",45.52073,-73.598595,"Burgers","Food","Frite Alors!",119,178,"Mile End","Le Plateau-Mont-Royal"
"298","4c689a8ab78ae21ee1bff454",45.4852,-73.580345,"Middle Eastern","Food","La Maison De Kebab",46,58,"Petite-Bourgogne","Le Sud-Ouest"
"299","4b62d567f964a5209b542ae3",45.599445,-73.7057,"Automotive","Shops & Services","Subaru de Laval",26,53,NA,NA
"304","4b4913e1f964a520ec6426e3",45.475285,-73.62305,"Thai","Food","Bangkok Express",116,227,"Côte-Saint-Antoine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"305","4d156fe3302da1cd43e2af93",45.632046,-73.49914,"Gay Bar","Nightlife Spots","Chez Renaldo",2,4,"Montréal-Est",NA
"306","4b510672f964a520433e27e3",45.520954,-73.58552,"Record Shop","Shops & Services","Soundcentral",43,59,"Saint-Louis","Le Plateau-Mont-Royal"
"309","4b2ce85ff964a5209bca24e3",45.454758,-73.56398,"Italian","Food","Crescendo",131,222,"Verdun-Centre","Verdun"
"310","4b412a75f964a5207fc225e3",45.49266,-73.58004,"Swiss","Food","Restaurant Alpenhaus",79,89,"Montagne","Ville-Marie"
"311","4bca3bb9fb84c9b60ac21c3e",45.577763,-73.71017,"Greek","Food","Casa Grecque",36,69,NA,NA
"312","4d5427c1f9f9b60ca2352be6",45.46532,-73.62514,"Sandwiches","Food","Subway",12,35,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"313","4c3259b8a0ced13acd04156e",45.544827,-73.65955,"Gym","Shops & Services","Ring 83",3,41,"Nicolas-Viel","Ahuntsic-Cartierville"
"314","4c4c4edfc668e21e803753fb",45.51778,-73.586815,"Other Outdoors","Outdoors & Recreation","Tennis Jeanne Mance",59,124,"Saint-Louis","Le Plateau-Mont-Royal"
"315","4c2abb74ae6820a1b9d91643",45.5157,-73.60048,"Bar","Nightlife Spots","Bistro Le Parc Des Princes",11,20,"Outremont","Outremont"
"318","4c49c176823195212030c8f2",45.512478,-73.67985,"Arcade","Arts & Entertainment","kejaki Sushi Bar",11,19,"Du College/Hodge","Saint-Laurent"
"319","4c0fb4eed64c0f479c2c2a5d",45.462467,-73.56331,"BBQ","Food","St-Hubert Express",73,231,"Verdun-Centre","Verdun"
"320","4b316eedf964a520e20625e3",45.502853,-73.57422,"Event Space","Professional & Other Places","University Club of Montreal",68,116,"René-Lévesque","Ville-Marie"
"321","4c9253e1ae96a09317f6aa46",45.502792,-73.57459,"Convention Center","Professional & Other Places","RDV_MAdia Infopresse",19,23,"René-Lévesque","Ville-Marie"
"322","4aedfa55f964a520d5d021e3",45.50479,-73.55575,"Tea Room","Food","Ming Tao Xuan",40,51,"Vieux-Montréal","Ville-Marie"
"326","4afae522f964a5206b1922e3",45.5165,-73.57821,"Dive Bar","Nightlife Spots","Copacabana",97,153,"Saint-Louis","Le Plateau-Mont-Royal"
"328","4d91327bf5388cfaa91ab03d",45.534534,-73.65427,"Sporting Goods","Shops & Services","Running Room",15,34,"Nouveau-Bordeaux","Ahuntsic-Cartierville"
"329","4afdc34af964a5209e2a22e3",45.519093,-73.58384,"Park","Outdoors & Recreation","Parc du Portugal",86,201,"Saint-Louis","Le Plateau-Mont-Royal"
"330","4c7950883badb1f710994e54",45.46737,-73.8245,"Sandwiches","Food","Sac Wich",30,71,"Pointe-Claire",NA
"331","4b7182f7f964a5207e4a2de3",45.48949,-73.58172,"Hospital","Professional & Other Places","The Montreal Children's Hospital",221,1317,"Montagne","Ville-Marie"
"332","4be738fad4f7c9b6c9a02720",45.45715,-73.75289,"Gate","Travel & Transport","Gate 74",55,59,"Dorval",NA
"333","4c40912eff711b8d44901005",45.507256,-73.56532,"Middle Eastern","Food","Baba",14,45,"René-Lévesque","Ville-Marie"
"334","4b464f78f964a520391d26e3",45.527206,-73.59966,"Skating Rink","Outdoors & Recreation","ArAna St-Louis",111,333,"Mile End","Le Plateau-Mont-Royal"
"335","4e0cb9da1838fa426acb0d9c",45.52445,-73.534424,"Theme Park","Arts & Entertainment","Bateau Pirate",47,53,"Vieux-Montréal","Ville-Marie"
"337","4ad8ff4cf964a520ed1621e3",45.5094,-73.56941,"Science","Colleges & Universities","UQAM - CAur des sciences",322,696,"René-Lévesque","Ville-Marie"
"340","4bafd50af964a5205d243ce3",45.57397,-73.684814,"Video Store","Shops & Services","Video Du Dollar",7,44,NA,NA
"341","4b0e0ae1f964a5204d5423e3",45.52905,-73.58756,"Desserts","Food","PAtisserie Fous Desserts",89,179,"Parc-Laurier","Le Plateau-Mont-Royal"
"342","4c335b627cc0c9b659a3f19a",45.57431,-73.584236,"Fast Food","Food","McDonald's",94,156,"Port-Maurice","Saint-Léonard"
"343","4db5645a316a3bec526406b5",45.514946,-73.645966,"Ice Cream","Food","Ahys Yogourt GlacA",35,103,"Mont-Royal",NA
"345","4b9fd754f964a520a74337e3",45.495483,-73.573044,"Fast Food","Food","Brochette.ca",123,185,"René-Lévesque","Ville-Marie"
"346","4b6b6fa3f964a520ae082ce3",45.528923,-73.57881,"Arcade","Arts & Entertainment","Bleu Caramel",28,40,"Parc-Laurier","Le Plateau-Mont-Royal"
"347","4c24cdd8b7b8a593ca0b3de8",45.463024,-73.6186,"Automotive","Shops & Services","Lebeau",13,21,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"348","4d5c72341ef2f04dfc1ef5cd",45.521336,-73.57471,"Home","Residences","Chez Cunches",2,9,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"351","4ad4c06df964a52063fa20e3",45.51817,-73.592735,"Mediterranean","Food","Philinos",111,148,"Mile End","Le Plateau-Mont-Royal"
"353","4cc6237682388cfae6297a35",45.5128,-73.56992,"Nightclub","Nightlife Spots","Factory Bar",408,553,"Saint-Louis","Le Plateau-Mont-Royal"
"354","4b30c615f964a5207ffb24e3",45.50833,-73.58205,"Hospital","Professional & Other Places","HA pital Royal-Victoria \/ Royal Victoria Hospital",375,2098,"Montagne","Ville-Marie"
"356","4bc26b642a89ef3bfbd4f388",45.581005,-73.70413,"Asian","Food","Tamashi",109,153,NA,NA
"357","4ccf146e54f0b1f768e125ca",45.49896,-73.57506,"Dentist's Office","Professional & Other Places","Drummond Medical Building",29,48,"René-Lévesque","Ville-Marie"
"358","4b60be74f964a520f8f629e3",45.50445,-73.57,"Department Store","Shops & Services","La Baie",1497,3514,"René-Lévesque","Ville-Marie"
"359","4d95f6a0647d8cfac60ead3d",45.468918,-73.54106,"French","Food","A Poisson",2,2,"Ile-des-Soeurs","Verdun"
"360","4c1c2ac5b4e62d7f76b5da93",45.476696,-73.60609,"Korean","Food","Maison De Seoul",72,119,"Côte-Saint-Antoine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"362","4d094a3f9232236a3764c253",45.510456,-73.55453,"Event Space","Professional & Other Places","Longboard",6,11,"Vieux-Montréal","Ville-Marie"
"363","4c1bfaf3fcf8c9b66f52a90b",45.45786,-73.56748,"Peruvian","Food","Villa Wellington",69,91,"Verdun-Centre","Verdun"
"364","4bb63e1df562ef3bbcd82f97",45.598278,-73.56813,"Grocery Store","Shops & Services","Fruiterie 440",50,123,"Anjou","Anjou"
"365","4bc90581511f95212cfbacc7",45.51208,-73.61213,"High School","Professional & Other Places","Pensionnat du Saint Nom de Marie",23,142,"Outremont","Outremont"
"366","4c464298342c1b8d4b2ab689",45.508663,-73.554924,"Scenic Lookout","Outdoors & Recreation","Place Vauquelin",60,239,"Vieux-Montréal","Ville-Marie"
"367","4e500cea7d8bd425e498e0c8",45.676296,-73.58182,"Food","Food","Subway i",7,24,NA,NA
"368","4b880211f964a52089d831e3",45.532063,-73.581795,"Home","Residences","Saum-mom",3,4,"Parc-Laurier","Le Plateau-Mont-Royal"
"369","4de929eae4cd1573540920d6",45.49702,-73.51038,"Bus","Travel & Transport","CITVR Ligne 200",2,2,NA,NA
"370","4cc2240f42d1b60cbe8d0e13",45.456554,-73.57205,"Church","Professional & Other Places","Aglise Notre Dame de Lourdes",8,12,"Verdun-Centre","Verdun"
"372","4ad4c06bf964a52050f920e3",45.498062,-73.57718,"Nightclub","Nightlife Spots","Club Electric Avenue",153,240,"René-Lévesque","Ville-Marie"
"373","4c2df11ee307d13a599a0eda",45.446785,-73.73436,"Pool","Outdoors & Recreation","Ballantyne Pool",14,29,"Dorval",NA
"374","4b062994f964a5205ae922e3",45.50309,-73.555084,"Hotel","Travel & Transport","Le Petit HA tel",184,332,"Vieux-Montréal","Ville-Marie"
"375","4ad4c06cf964a520bef920e3",45.496555,-73.56825,"Landmark","Professional & Other Places","Windsor Station",356,1039,"René-Lévesque","Ville-Marie"
"378","4be59f342457a59371b7ab15",45.466473,-73.639404,"Grocery Store","Shops & Services","Metro Somerled",54,212,"Loyola","Côte-des-Neiges–Notre-Dame-de-Grâce"
"380","4b997902f964a520fb7c35e3",45.527424,-73.58929,"Yoga Studio","Shops & Services","Bikram Yoga",62,148,"Parc-Laurier","Le Plateau-Mont-Royal"
"382","4d4a0e219526b60cd3a37eee",45.50708,-73.61415,"Indie Theater","Arts & Entertainment","CinA Campus UdeM",16,19,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"383","4b0f3a7bf964a5209b6023e3",45.525177,-73.581825,"Burgers","Food","Les Folies",686,1190,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"385","4b084cbcf964a5207e0823e3",45.49702,-73.61981,"Park","Outdoors & Recreation","Parc Jean Brillant",74,250,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"386","4aeb5addf964a52051c121e3",45.556305,-73.66532,"Park","Outdoors & Recreation","Parc Ahuntsic",129,472,"Sault-au-Récollet","Ahuntsic-Cartierville"
"387","4b5e5bdaf964a520338b29e3",45.459938,-73.63651,"Sandwiches","Food","Dagwoods",67,167,"Loyola","Côte-des-Neiges–Notre-Dame-de-Grâce"
"388","4c6d51cb6af58cfac4118917",45.531837,-73.57529,"Nail Salon","Shops & Services","Ongles du Plateau",11,27,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"390","4be19871594bc9280effabbb",45.49487,-73.633224,"Medical","Professional & Other Places","Hope and Cope Wellness Centre",7,28,"Savane","Côte-des-Neiges–Notre-Dame-de-Grâce"
"393","4bd1d5cd046076b0ba967271",45.530884,-73.562614,"Design","Shops & Services","Sextans",10,35,"Sainte-Marie","Ville-Marie"
"394","4ce42b5dc46e6dcb8840da15",45.529034,-73.58762,"Video Store","Shops & Services","Torrefiction",26,38,"Parc-Laurier","Le Plateau-Mont-Royal"
"395","4ad4c06cf964a52018fa20e3",45.478302,-73.60194,"Art Gallery","Arts & Entertainment","McClure Gallery, Visual Arts Centre",29,49,"Westmount",NA
"398","4b57c5b7f964a5204f4028e3",45.45956,-73.54669,"Neighborhood","Outdoors & Recreation","Ale des Soeurs",315,3356,"Ile-des-Soeurs","Verdun"
"399","4ae217d7f964a520a18a21e3",45.50025,-73.50878,"Coffee Shop","Food","Starbucks",186,1100,NA,NA
"400","4c9541cf03413704be297aef",45.54112,-73.614105,"South American","Food","Eche Pa Echarle",36,48,"Crémazie","Villeray–Saint-Michel–Parc-Extension"
"402","4b6a5129f964a520ffd12be3",45.53649,-73.49419,"School","Professional & Other Places","CollA ge Adouard-Montpetit",44,117,NA,NA
"404","4b2e6fd3f964a5201ee024e3",45.44467,-73.74214,"Mall","Shops & Services","Les Jardins Dorval",150,647,"Dorval",NA
"405","4be9736ed837c9b67a6ca606",45.489307,-73.58537,"Coffee Shop","Food","Starbucks",304,982,"Montagne","Ville-Marie"
"406","4ad7e9cff964a520041021e3",45.502285,-73.61574,"University","Colleges & Universities","Pavillon Claire-McNicoll",253,1582,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"407","4b43c8d8f964a520cfe925e3",45.74868,-73.453705,"Grocery Store","Shops & Services","MAtro Marquis",42,124,NA,NA
"409","4b786138f964a520d7c92ee3",45.60186,-73.56544,"Sporting Goods","Shops & Services","Sports Experts",66,123,"Anjou","Anjou"
"411","4d8904514757721e05649969",45.524967,-73.59937,"Home","Residences","5231 Parc",1,4,"Mile End","Le Plateau-Mont-Royal"
"413","4b60a0e1f964a5202af129e3",45.522797,-73.595566,"Mexican","Food","Barros Luco",118,198,"Mile End","Le Plateau-Mont-Royal"
"416","4ded1407d164bd989b1ceabf",45.518932,-73.58085,"Boutique","Shops & Services","Boutique Fake",15,19,"Saint-Louis","Le Plateau-Mont-Royal"
"417","4dd5a386ae60680f14db2d7e",45.500633,-73.55902,"Burgers","Food","Five Guys Burgers & Fries",866,1617,"Vieux-Montréal","Ville-Marie"
"418","4bb7811b98c7ef3bf6dc2f02",45.494766,-73.580444,"Moroccan","Food","La Ficelle",6,7,"Montagne","Ville-Marie"
"419","4b6a507af964a520e2d12be3",45.61809,-73.60595,"Academic Building","Colleges & Universities","CAgep Marie-Victorin",125,877,"Marc-Aurèle-Fortin","Rivière-des-Prairies–Pointe-aux-Trembles"
"421","4b5bc4f1f964a520211529e3",45.521706,-73.57794,"Bar","Nightlife Spots","L'Barouf",702,1200,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"422","4b64df5af964a52078d62ae3",45.497467,-73.62297,"Nightclub","Nightlife Spots","Tabasco Bar",247,451,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"423","4bd1d1a577b29c745c4e8d82",45.52009,-73.55445,"Asian","Food","Fantasia Resto",10,26,"Sainte-Marie","Ville-Marie"
"424","4bf00390c8d920a1d64f9430",45.494884,-73.57746,"Doctor's Office","Professional & Other Places","Clinique MAdicale Alpha-Medic",25,68,"René-Lévesque","Ville-Marie"
"425","4bae0230f964a520667a3be3",45.445496,-73.852196,"Italian","Food","CafA Maurizio",24,57,"Kirkland",NA
"426","4babf237f964a520ffd73ae3",45.545395,-73.56041,"French","Food","Station F",45,58,"Petite-Côte","Rosemont–La Petite-Patrie"
"427","4bcb7367cc8cd13a1d72bfcf",45.478596,-73.66657,"Gym","Shops & Services","Nautilus Plus - CA te St-Luc",15,55,"Côte-Saint-Luc",NA
"428","4db72b22cda18a0b609e7143",45.50377,-73.57055,"Mediterranean","Food","Apollo Restaurant",151,263,"René-Lévesque","Ville-Marie"
"432","4b4a27c2f964a520a87c26e3",45.519455,-73.57311,"Record Shop","Shops & Services","Primitive",23,30,"Saint-Louis","Le Plateau-Mont-Royal"
"433","4b9ac3c3f964a5208ad335e3",45.527233,-73.56576,"Dog Run","Outdoors & Recreation","Parc A  chiens du Parc La Fontaine",96,314,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"434","4ad4c06ef964a520c6fa20e3",45.521027,-73.57659,"Thai","Food","Chuch VAgAthaA express",93,128,"Saint-Louis","Le Plateau-Mont-Royal"
"435","4af331cbf964a520a2eb21e3",45.50233,-73.57195,"Coffee Shop","Food","Starbucks",604,1296,"René-Lévesque","Ville-Marie"
"439","4d40a22646775481ce8359f4",45.50305,-73.61434,"University","Colleges & Universities","UniversitA de MontrAal",191,692,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"443","4ad4c06ff964a5202afb20e3",45.50631,-73.557915,"Music Store","Shops & Services","Steve's Music Store",164,262,"René-Lévesque","Ville-Marie"
"444","4c4da7940d90b713fa1b8c78",45.46757,-73.59032,"Brewery","Food","La Terrasse St-Ambroise",218,325,"Saint-Henri","Le Sud-Ouest"
"445","4d1e43e30901721e228580a5",45.494465,-73.63792,"Grocery Store","Shops & Services","Kim Hour",23,137,"Savane","Côte-des-Neiges–Notre-Dame-de-Grâce"
"446","4d05364e54d0236a4b34f3d5",45.47946,-73.5769,"Butcher","Shops & Services","Boucherie Saint-Vincent",13,25,"Saint-Henri","Le Sud-Ouest"
"447","4c5584a7479fc928caa3f694",45.504425,-73.6426,"Automotive","Shops & Services","Via Route",7,16,"Savane","Côte-des-Neiges–Notre-Dame-de-Grâce"
"449","4afa1bdbf964a520d31622e3",45.5211,-73.59448,"Japanese","Food","Jun i",127,168,"Mile End","Le Plateau-Mont-Royal"
"450","4e2099c11f6effe84f686e6a",45.572083,-73.52939,"Dog Run","Outdoors & Recreation","Canadian Tire",1,1,"Guybourg","Mercier–Hochelaga-Maisonneuve"
"451","4b51f718f964a520df5d27e3",45.54306,-73.63741,"Sporting Goods","Shops & Services","Poubelle du Ski",71,145,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"452","4bfd561ae9309521d10a62ab",45.481358,-73.54648,"Train","Travel & Transport","Via Rail Train 57",21,22,"Pointe-Saint-Charles","Le Sud-Ouest"
"453","4c87a9a151ada1cdecbd4910",45.49689,-73.57799,"University","Colleges & Universities","LB Building",281,1606,"René-Lévesque","Ville-Marie"
"454","4b67a742f964a5209d592be3",45.462982,-73.57121,"Butcher","Shops & Services","Viandal Charcuterie",23,145,"Verdun-Centre","Verdun"
"455","4caebe47eb65b1f7c2575ecd",45.41808,-73.64107,"High School","Professional & Other Places","Ecole Secondaire Cavelier De Lasalle",9,80,"Sault-Saint-Louis","LaSalle"
"458","4b735e2cf964a52002ab2de3",45.507687,-73.56035,"Tea Room","Food","Magic Idea",74,100,"René-Lévesque","Ville-Marie"
"462","4b5390a7f964a52091a227e3",45.498783,-73.57258,"Chinese","Food","Ka Lo Hin",46,69,"René-Lévesque","Ville-Marie"
"463","4d41973600e8a35d30b605fb",45.5066,-73.57828,"Engineering","Colleges & Universities","Wong Building",37,358,"Montagne","Ville-Marie"
"465","4ad4c06ef964a520c7fa20e3",45.50284,-73.55976,"French","Food","XO Le Restaurant",106,134,"Vieux-Montréal","Ville-Marie"
"466","4bc8da59511f95217780acc7",45.497234,-73.62469,"Italian","Food","Pacini",86,135,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"467","4adb57e4f964a520332621e3",45.53822,-73.5831,"Gastropub","Food","Le Comptoir",33,94,"Lorimier","Le Plateau-Mont-Royal"
"468","4ae329a0f964a5201c9121e3",45.525093,-73.59972,"Apparel","Shops & Services","GAnAral 54",21,38,"Mile End","Le Plateau-Mont-Royal"
"473","4c74b21fdb52b1f766e076dc",45.52777,-73.54673,"Garden","Outdoors & Recreation","Impasse Grant",9,164,"Sainte-Marie","Ville-Marie"
"475","4c9e2de603133704d22a66d5",45.458145,-73.63737,"Football","Arts & Entertainment","Concordia Stadium",74,189,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"477","4d0f50edcf09a143568e240f",45.542732,-73.559204,"Donuts","Food","Dunkin' Donuts",19,255,"Petite-Côte","Rosemont–La Petite-Patrie"
"480","4bb7e9407421a5938443c140",45.53396,-73.616646,"Ice Cream","Food","Pile ou Glace",30,105,"Saint-Édouard","Rosemont–La Petite-Patrie"
"482","4c7d3e1510916dcb0dd12896",45.51761,-73.580734,"Office Supplies","Shops & Services","Centre D'affaires Montreal",23,36,"Saint-Louis","Le Plateau-Mont-Royal"
"483","4b884e1ff964a520f1ed31e3",45.415234,-73.621666,"Diner","Food","LaSalle Drive-In",57,115,"Sault-Saint-Louis","LaSalle"
"484","4eea7c6d02d56b39227fc6e3",45.43573,-73.630585,"Bus","Travel & Transport","STM Ligne 109 Shevchenko",13,93,"Cecil-P.-Newman","LaSalle"
"485","4b2e59caf964a520a8de24e3",45.500973,-73.5721,"Video Store","Shops & Services","MAtro VidAo",75,139,"René-Lévesque","Ville-Marie"
"486","4b21294af964a520813724e3",45.50812,-73.57086,"Japanese","Food","Bistro Japonais Furusato",85,270,"René-Lévesque","Ville-Marie"
"487","4bab8715f964a52083b03ae3",45.519382,-73.69754,"Asian","Food","Asie Moderne",22,39,"Grenet","Saint-Laurent"
"488","4b5cb5d5f964a520d63f29e3",45.502346,-73.57058,"Apparel","Shops & Services","Levi's Store",122,292,"René-Lévesque","Ville-Marie"
"489","4ad4c06bf964a5203df920e3",45.522667,-73.59337,"Brewery","Food","Dieu du Ciel!",1528,2545,"Mile End","Le Plateau-Mont-Royal"
"492","4e6e79dbb0fb55d899660ee3",45.505726,-73.56731,"School","Professional & Other Places","Ladmmi",2,17,"René-Lévesque","Ville-Marie"
"493","4d266632dbc160fc80d53fb6",45.668194,-73.42981,"Fast Food","Food","Chez JP",17,61,NA,NA
"496","4d6d556aa6ff721e978ec220",45.496204,-73.57681,"Tea Room","Food","Tea Kioske",7,11,"René-Lévesque","Ville-Marie"
"498","4b4f615df964a520060427e3",45.497383,-73.553314,"Art Gallery","Arts & Entertainment","Avenue Art \/ Studio 10 King",29,40,"Vieux-Montréal","Ville-Marie"
"500","4bcc8c063740b71307326465",45.507942,-73.55988,"Asian","Food","Restaurant Hong Kong",49,57,"René-Lévesque","Ville-Marie"
